조사연도,노선명,시점이정,종점이정,개통연도,차로,1종,2종,3종,4종,5종,6종,7종,8종,9종,10종,11종,12종
2019,평택제천선,20.9,23.7,2002,6,29777,1155,10008,10111,4715,2618,2174,442,29,1541,38,443
2019,평택제천선,23.7,25.7,2002,6,48037,515,3572,5385,4865,2649,1421,293,13,877,11,170
2019,평택제천선,25.7,35.9,2007,4,40758,443,3116,4720,4179,2311,1238,256,13,784,11,149
2019,평택제천선,35.9,55.8,2008,4,33739,358,2576,3993,3574,1958,1043,218,10,669,10,123
2019,평택제천선,55.8,57.9,2008,4,21657,228,1672,2575,2276,1257,654,146,9,434,7,78
2019,평택제천선,57.9,65.1,2013,4,25396,487,2901,2709,2066,1344,702,238,28,643,4,354
2019,평택제천선,65.1,72.4,2013,4,19571,560,4454,2754,2365,1875,892,230,14,1324,11,148
2019,평택제천선,72.4,77.8,2013,4,18427,538,3287,2494,2290,1857,1420,201,15,1075,10,134
2019,평택제천선,77.8,85.5,2013,4,16690,510,2182,1970,1929,1584,1647,158,12,659,5,106
2019,평택제천선,85.5,90.9,2014,4,16301,841,1460,742,1123,982,520,118,11,1049,0,51
2019,평택제천선,90.9,103.2,2014,4,15748,397,1453,940,900,874,509,111,9,476,0,570
2019,평택제천선,103.2,126.9,2015,4,11644,306,722,436,646,551,346,62,6,532,0,21
2019,중부내륙선,0,3.5,1977,4,13646,982,3374,2568,1596,777,511,77,5,283,2,81
2019,중부내륙선,3.5,8.7,1977,4,27673,1321,7357,6829,6652,2543,2895,1248,56,4471,21,1521
2019,중부내륙선,8.7,17.5,1977,4,25916,875,6817,4294,3565,1371,1434,746,37,2295,13,963
2019,중부내륙선,17.5,24.4,1977,4,21652,1102,5631,5450,5399,2021,2269,991,44,3800,17,1256
2019,중부내륙선,24.4,36,1977,4,22447,1080,5909,5437,5357,2028,2299,1045,49,3835,18,1281
2019,중부내륙선,36,52.4,1977,4,22496,1090,5833,5376,5210,1994,2236,1048,50,3850,18,1268
2019,중부내륙선,52.4,63.1,2007,4,11883,542,2198,5488,4667,1676,2696,373,18,1778,12,842
2019,중부내륙선,63.1,73.7,2007,4,11484,524,2127,5155,4528,1603,2624,360,18,1759,12,820
2019,중부내륙선,73.7,85.6,2007,4,14945,791,2486,2722,3127,875,1369,418,0,1686,8,577
2019,중부내륙선,85.6,102.3,2007,4,14575,774,2426,2656,3080,852,1345,405,0,1647,8,561
2019,중부내륙선,102.3,114.4,2007,4,13461,781,2017,2096,2955,753,1048,414,14,1729,14,674
2019,중부내륙선,114.4,123.4,2001,4,35557,1554,4312,3862,4649,1040,969,395,16,1533,20,403
2019,중부내륙선,123.4,139,2001,4,30403,1514,5502,4401,5878,1515,2155,591,9,2605,29,855
2019,중부내륙선,139,146.4,2001,4,27941,1194,4699,4126,5110,1314,1462,343,10,1669,25,509
2019,중부내륙선,146.4,159.4,2001,4,27038,1313,3844,3182,5001,992,1253,541,6,1700,12,696
2019,중부내륙선,159.4,166.9,2004,4,27182,1327,3875,3245,5163,1025,1296,553,11,1760,17,718
2019,중부내륙선,166.9,180.9,2004,4,27849,1505,3248,2470,5287,753,1132,766,10,1866,14,899
2019,중부내륙선,180.9,194.9,2004,4,28678,1533,3377,2571,5532,801,1192,793,9,1946,14,899
2019,중부내륙선,194.9,209.1,2004,4,30169,1610,3538,2719,5974,857,1278,862,9,2106,14,946
2019,중부내륙선,209.1,224.6,2004,4,26934,1411,3155,2380,4989,738,1099,733,9,1749,14,831
2019,중부내륙선,224.6,233.8,2002,4,27813,1429,3226,2406,5077,738,1091,756,9,1758,14,858
2019,중부내륙선,233.8,239,2002,4,29630,1484,3396,2411,5082,712,1056,797,12,1765,15,894
2019,중부내륙선,239,251.1,2002,4,36033,1520,4922,3790,4656,1160,1060,612,12,1576,12,623
2019,중부내륙선,251.1,265.6,2002,4,43614,1837,5969,4583,5596,1398,1275,720,14,1899,18,739
2019,중부내륙선,265.6,268,2010,4,12963,279,1500,1031,696,347,175,50,5,230,1,27
2019,중부내륙선,268,273.8,2010,4,9395,360,1125,1159,703,309,172,52,2,112,0,24
2019,중부내륙선,273.8,283.2,2010,4,8081,260,4514,715,549,339,212,21,1,42,0,13
2019,중부내륙선,283.2,296.7,2012,4,7413,100,1300,269,428,234,135,14,0,40,0,26
2019,중부내륙선,296.7,301.7,2012,4,6046,82,1067,216,340,190,109,13,0,34,0,23
2019,영동선,0,6,1994,6,86019,1860,16750,10695,5350,2662,1658,1312,34,1976,13,184
2019,영동선,6,8,1994,6,57335,1233,10776,7070,3575,1761,1087,880,22,1280,11,125
2019,영동선,8,12.5,1994,6,65813,1403,12634,8017,4067,1967,1265,982,28,1470,13,140
2019,영동선,12.5,15.9,1994,6,94557,1526,12959,7368,4024,2068,1238,907,20,1373,7,163
2019,영동선,15.9,18,1994,9,75833,1543,14124,8854,4442,2182,1376,1082,29,1608,13,162
2019,영동선,18,22.7,1991,6,93677,2352,14492,10346,5761,2350,1448,1447,26,2037,13,180
2019,영동선,22.7,24.4,1991,6,91848,2299,14214,10147,5650,2292,1411,1418,26,1994,13,179
2019,영동선,24.4,26,1991,6,89646,2243,13752,9766,5413,2144,1323,1349,26,1892,13,169
2019,영동선,26,28,1991,6,98499,2262,18572,4663,5567,2567,1851,32,24,3514,88,602
2019,영동선,28,30.8,1991,6,96809,2480,14073,9457,5363,2157,1307,965,23,1521,9,191
2019,영동선,30.8,36.9,1991,7,95542,3165,12850,9971,5923,2504,1470,987,34,1657,9,215
2019,영동선,36.9,41.8,1991,8,102565,4180,12572,10469,6240,2761,1442,954,38,1717,10,193
2019,영동선,41.8,48.4,1971,10,114643,4505,12659,10688,5513,1979,1078,628,25,1285,20,153
2019,영동선,48.4,52.5,1971,10,100461,5439,13242,12548,6287,2773,1356,816,41,1534,22,169
2019,영동선,52.5,60.5,1971,8,92844,5039,12052,11378,5668,2493,1211,739,40,1381,21,140
2019,영동선,60.5,67.6,1971,8,72653,3955,9442,8930,4454,1952,954,591,30,1080,15,112
2019,영동선,67.6,73.2,1971,8,70782,3855,9431,9089,4622,2004,999,588,31,1108,15,121
2019,영동선,73.2,79.6,1971,8,76749,1633,7866,13651,9814,3226,2955,567,40,4165,51,645
2019,영동선,79.6,88.3,1971,8,63348,1350,6497,11437,8029,2589,2377,438,38,3303,45,520
2019,영동선,88.3,94.5,1971,4,33833,1769,2708,3117,1837,660,456,110,5,368,11,39
2019,영동선,94.5,114.5,1971,4,24879,1682,4224,1659,2916,1032,555,8,0,858,17,85
2019,영동선,114.5,123.6,1971,4,27899,1084,1806,2226,1116,553,280,74,4,236,8,172
2019,영동선,123.6,127.4,1971,4,14660,893,2904,716,2609,677,409,0,0,534,12,102
2019,영동선,127.4,130.2,1971,4,29291,2530,3912,3248,1316,955,431,71,6,521,6,25
2019,영동선,130.2,142.9,1971,4,26917,2314,3560,2899,1164,851,384,66,6,437,6,22
2019,영동선,142.9,160,1975,4,21308,1834,2752,2225,880,663,281,49,2,364,4,14
2019,영동선,160,167.3,1975,4,22929,2042,2885,2502,1037,704,338,48,4,389,6,26
2019,영동선,167.3,177,1975,4,23343,2010,2987,2428,960,725,314,50,2,373,6,15
2019,영동선,177,182.7,1975,4,22381,1944,2827,2298,915,697,296,51,2,367,4,13
2019,영동선,182.7,191.9,1975,4,22456,1944,2834,2306,895,693,299,49,2,367,4,13
2019,영동선,191.9,199,1975,4,22046,1912,2766,2263,885,690,292,48,2,359,4,13
2019,영동선,199,211.8,1975,4,20446,1767,2535,2075,815,629,261,46,2,329,4,13
2019,영동선,211.8,234.4,1975,4,21804,1899,2684,2224,869,690,273,48,2,386,4,13
2019,중앙선,0,3.1,1996,4,38229,656,8696,3322,2527,1030,1086,21,4,1824,27,1054
2019,중앙선,3.1,4.5,1996,4,46261,1024,10178,2489,2303,1111,817,77,0,1210,48,673
2019,중앙선,4.5,8.9,1996,4,64811,1393,16519,4209,5203,2281,1302,120,0,2459,75,951
2019,중앙선,8.9,10.1,1996,4,54080,1156,13611,3474,4240,1862,1103,109,0,2094,63,882
2019,중앙선,108.6,113.4,1995,4,42094,1303,7699,3831,1590,1484,582,206,13,574,1,185
2019,중앙선,113.4,127.3,1995,4,37080,1111,6995,3355,1341,1264,484,175,12,491,1,160
2019,중앙선,127.3,133.5,1995,4,37015,1117,6650,3105,1269,1509,424,154,2,454,2,126
2019,중앙선,133.5,141.3,1995,4,26096,783,4666,2173,899,1066,310,115,2,326,2,83
2019,중앙선,141.3,145.7,1995,4,29668,1413,5943,2436,1272,1863,758,123,2,633,7,113
2019,중앙선,145.7,156.7,1995,4,28789,911,3791,1396,674,860,411,91,0,351,3,75
2019,중앙선,156.7,174.6,1995,4,21883,1029,4313,1804,953,1376,563,91,2,471,6,80
2019,중앙선,174.6,179.4,1995,4,19879,1507,3610,1940,1374,1928,815,126,0,716,3,122
2019,중앙선,179.4,194.4,1995,4,13827,1046,2470,1332,947,1292,558,85,0,488,3,85
2019,중앙선,194.4,207.7,1999,4,12448,931,2230,1217,880,1211,520,83,0,458,3,78
2019,중앙선,207.7,219.8,1999,4,12354,920,2201,1208,874,1186,517,80,0,450,3,75
2019,중앙선,219.8,230,1999,4,9900,736,1756,964,698,948,419,62,0,367,2,60
2019,중앙선,230,247,2001,4,13726,1021,2436,1346,972,1317,579,95,0,507,3,86
2019,중앙선,247,261.2,2001,4,13233,983,2333,1301,934,1262,561,92,0,489,3,82
2019,중앙선,261.2,273.2,2001,4,15965,1163,2809,1587,1151,1563,697,113,0,594,3,102
2019,중앙선,273.2,274.3,2001,4,12706,920,2236,1254,909,1236,545,91,0,483,3,79
2019,중앙선,274.3,281.5,2001,4,12705,680,1301,722,629,257,181,39,0,85,0,60
2019,중앙선,281.5,294.3,1995,4,24213,1296,2494,1412,1229,499,378,92,0,175,0,147
2019,중앙선,294.3,312.9,1995,4,23705,1263,2436,1385,1195,494,371,89,0,172,0,138
2019,중앙선,312.9,317.8,1995,4,32515,1734,3272,1831,1580,652,476,116,0,232,0,186
2019,중앙선,317.8,320.4,2001,4,26304,1621,3215,2625,1424,1316,308,94,0,327,2,46
2019,중앙선,320.4,325.6,2001,4,15041,539,1139,930,482,346,115,23,0,91,1,15
2019,중앙선,325.6,336.3,2001,4,14314,923,1767,1430,751,729,150,46,0,177,1,23
2019,중앙선,336.3,361.9,2001,4,14184,930,1756,1488,757,701,147,47,0,186,1,19
2019,중앙선,361.9,372.6,1995,4,18446,621,1384,889,464,249,72,17,0,52,0,12
2019,중앙선,372.6,386.1,1995,4,23320,1440,2932,2333,1235,1148,229,80,0,253,2,41
2019,서울양양선,0,1,2009,8,142307,3624,16296,3030,2776,2101,317,87,1,359,8,17
2019,서울양양선,1,1.9,2009,8,96951,2504,11421,2166,2006,1545,229,72,1,266,7,11
2019,서울양양선,1.9,4,2009,6,69526,1815,8261,1537,1439,1096,151,40,0,175,3,9
2019,서울양양선,4,14.9,2009,6,63493,4042,4910,1516,1960,477,635,29,8,550,8,15
2019,서울양양선,14.9,20.2,2009,4,46265,2886,3475,988,1343,314,429,18,6,303,4,11
2019,서울양양선,20.2,33,2009,4,41115,2581,3090,851,1156,277,374,15,4,256,3,10
2019,서울양양선,33,47.2,2009,4,34790,2196,2555,716,987,233,307,10,5,209,2,8
2019,서울양양선,47.2,56.3,2009,4,31775,1995,2310,648,855,215,269,11,5,198,2,7
2019,서울양양선,56.3,61.8,2009,4,28375,1778,2035,575,770,188,243,9,4,179,2,6
2019,서울양양선,61.8,62.2,2009,4,19473,1232,1349,346,471,112,146,5,2,106,1,4
2019,서울양양선,62.2,78.4,2009,4,23713,1660,2393,805,395,222,80,7,0,61,1,8
2019,서울양양선,78.4,95.2,2017,4,23014,655,1559,466,364,153,63,9,0,51,0,8
2019,서울양양선,95.2,115.6,2017,4,20476,1452,1788,777,381,295,91,5,0,94,1,4
2019,서울양양선,115.6,140.8,2017,4,19617,1373,1685,748,356,282,88,4,0,85,1,4
2019,서울양양선,140.8,151,2017,4,20311,622,860,361,205,121,57,7,0,48,0,7
2019,동해선,0,9.4,2016,4,4485,224,496,246,168,203,126,36,0,127,0,58
2019,동해선,9.4,17.9,2016,4,9883,360,760,267,273,208,131,19,0,109,0,24
2019,동해선,17.9,26.1,1975,4,13215,639,1477,712,505,594,365,112,1,353,3,163
2019,동해선,26.1,32.8,1975,4,17049,840,1913,907,657,756,466,148,1,445,5,204
2019,동해선,32.8,50.6,1975,4,16004,788,1773,855,611,718,438,137,1,433,5,202
2019,동해선,50.6,58.8,1975,4,13012,634,1452,696,502,587,365,114,0,361,3,171
2019,동해선,58.8,61.5,1975,6,8317,410,935,439,320,376,221,69,0,212,2,102
2019,동해선,61.5,68.8,1975,4,11627,372,667,317,160,175,55,7,0,85,0,5
2019,동해선,68.8,78,1975,4,12400,886,1087,523,224,145,40,15,0,42,0,0
2019,동해선,78,93.2,2009,4,11477,823,1018,486,201,133,36,13,0,36,0,0
2019,동해선,93.2,102.9,2012,4,11745,850,1016,485,194,131,33,16,0,39,0,0
2019,동해선,102.9,113.3,2016,4,13589,457,765,350,189,91,33,6,0,39,0,5
2019,동해선,113.3,121.8,2016,4,9037,251,565,223,188,113,31,8,0,18,0,32
2019,수도권제1순환선,0,4.2,1991,8,144527,1976,29788,5816,5357,1156,1595,43,1,1039,9,131
2019,수도권제1순환선,4.2,9.4,1991,8,128281,1767,26517,5187,4735,1033,1411,41,1,934,10,119
2019,수도권제1순환선,9.4,14.4,1991,8,136743,1284,15906,6935,2513,1123,448,150,4,364,1,25
2019,수도권제1순환선,14.4,19.3,1991,8,128383,1760,26645,5208,4825,1037,1428,38,1,938,9,118
2019,수도권제1순환선,19.3,21.9,1991,8,167183,5778,34340,15653,9022,1932,2084,112,17,1955,70,242
2019,수도권제1순환선,21.9,24.9,1991,8,163197,4920,36526,13105,9293,3428,2111,1,6,1781,51,246
2019,수도권제1순환선,24.9,25.9,1991,8,103104,3310,22296,9010,5677,1683,1315,38,7,1166,37,151
2019,수도권제1순환선,25.9,28.3,1991,8,135576,4345,28794,11593,7301,2127,1665,44,7,1496,45,193
2019,수도권제1순환선,28.3,30.2,1991,8,125260,4029,26636,10720,6741,1968,1542,38,7,1392,42,174
2019,수도권제1순환선,30.2,32.9,1991,8,120933,3919,25653,10258,6465,1897,1467,38,7,1317,44,176
2019,수도권제1순환선,70,72.2,1999,10,138939,3677,24634,4756,5150,1900,1512,41,20,1755,5,182
2019,수도권제1순환선,72.2,75.3,1999,8,140811,2746,27705,6619,5772,3060,1819,77,14,2225,13,153
2019,수도권제1순환선,75.3,79,1999,8,138369,2715,27301,6573,5753,3096,1827,78,14,2238,13,158
2019,수도권제1순환선,79,82.1,1999,8,145329,1374,12752,7152,2997,1857,815,448,20,880,5,118
2019,수도권제1순환선,82.1,84.3,1999,8,164461,1823,31270,8102,5480,2101,2504,25,0,2395,8,244
2019,수도권제1순환선,84.3,86.4,1999,8,191279,2268,37393,3067,6269,1759,2447,44,1,1962,29,139
2019,수도권제1순환선,86.4,88.4,1999,8,180401,2693,33042,9448,6654,2991,2274,38,7,1995,59,272
2019,수도권제1순환선,88.4,90.8,1999,8,207653,3121,38375,10850,7521,3355,2578,42,7,2229,63,311
2019,수도권제1순환선,90.8,95,1999,8,131574,2445,25353,6258,6641,1037,1598,39,5,1535,35,121
2019,수도권제1순환선,95,97.7,1999,8,118386,2170,23218,5915,6400,1026,1558,48,6,1490,42,130
2019,수도권제1순환선,97.7,102.5,1999,8,121347,2530,22209,6059,5822,1381,1594,4,0,1594,18,133
2019,수도권제1순환선,102.5,106.9,1999,8,140311,3342,23629,8797,5382,1971,1889,2,0,1688,51,204
2019,수도권제1순환선,106.9,112.2,1999,8,126912,3621,16115,9779,2365,1366,478,242,15,555,1,36
2019,수도권제1순환선,112.2,116.3,1999,8,118594,3380,15313,9045,2246,1308,454,237,14,535,1,37
2019,수도권제1순환선,116.3,119.2,1999,8,128486,3668,15981,9758,2361,1331,473,241,14,563,1,36
2019,수도권제1순환선,119.2,128,1999,8,134679,3850,16968,10623,2562,1463,500,252,15,609,1,36
2019,남해선제1지선,0,4.3,1973,4,25231,1264,5003,818,2293,604,562,22,0,436,6,156
2019,남해선제1지선,4.3,9.7,1973,4,45916,2351,8781,1306,3269,870,911,19,1,697,6,234
2019,남해선제1지선,9.7,13.4,1973,4,48174,1982,8163,2652,2158,600,591,16,1,283,13,133
2019,남해선제1지선,13.4,17.9,1973,4,31910,1298,5511,1807,1517,420,403,11,0,178,10,90
2019,남해선제2지선,0,3.3,1981,6,39422,1469,4748,3532,1542,761,689,370,14,916,11,294
2019,남해선제2지선,3.3,12.8,1981,8,42407,1736,7726,4439,2467,1254,1300,422,16,2407,16,915
2019,남해선제2지선,12.8,18,1981,8,68308,2295,12838,3501,2831,1555,1837,68,8,4777,29,1964
2019,남해선제2지선,18,20.2,1981,8,94400,2521,21469,4797,2169,1780,758,2326,4,3569,31,1165
2019,제2경인선,0,1.8,1994,6,49701,1169,9038,2337,2040,1381,1838,22,0,1515,15,254
2019,제2경인선,1.8,4.1,1994,6,58151,1333,10897,2805,2402,1584,2168,39,0,1681,21,308
2019,제2경인선,4.1,7.5,1994,6,95901,2321,17288,4316,3788,2450,3465,60,2,2699,37,467
2019,제2경인선,7.5,9.8,1994,8,144887,3533,26523,6609,5750,3605,5156,84,2,4135,54,728
2019,제2경인선,9.8,13.6,1994,6,65463,1157,9902,3001,1046,1338,312,174,9,312,11,18
2019,제2경인선,13.6,17,1994,6,88157,1561,13284,4054,1424,1780,439,242,10,425,18,24
2019,제2경인선,17,20.1,1994,6,107942,1748,16893,3111,1757,1751,427,299,5,731,28,72
2019,제2경인선,20.1,24.4,1994,6,104082,2042,17298,2466,2889,1262,654,12,1,746,28,56
2019,제2경인선,24.4,25.5,1994,6,112418,2157,18469,2665,3016,1300,701,12,1,767,29,58
2019,경인선,10.4,14.2,1968,8,139679,1444,23580,5295,3671,4058,1745,20,0,1835,4,148
2019,경인선,14.2,17.3,1968,8,108387,1351,19322,3954,3379,2799,1500,34,12,1655,14,87
2019,경인선,17.3,19,1968,8,135246,1575,21491,3652,1680,2505,646,11,5,582,32,59
2019,경인선,19,23.9,1968,8,144741,1839,21020,1886,3747,2028,516,5,0,129,0,38
2019,서천공주선,0,2.2,2009,4,1591,97,208,145,117,57,66,8,0,38,1,4
2019,서천공주선,2.2,22.8,2009,4,10206,654,1353,998,859,413,468,52,0,266,4,58
2019,서천공주선,22.8,31.7,2009,4,11365,741,1511,1103,945,468,512,52,0,286,3,57
2019,서천공주선,31.7,44.1,2009,4,13065,841,1746,1264,1082,530,578,63,0,332,4,72
2019,서천공주선,44.1,57.8,2009,4,14704,959,1949,1406,1180,583,626,70,0,360,4,87
2019,서천공주선,57.8,61.4,2009,4,14261,931,1891,1370,1149,571,608,69,0,347,4,85
2019,호남지선,0,5.5,1970,4,26355,993,3973,3628,3029,984,864,166,9,682,24,107
2019,호남지선,5.5,15.4,1970,4,30242,1148,4556,3950,3132,1046,904,184,9,694,24,110
2019,호남지선,15.4,28,1970,4,30687,1161,4626,3994,3173,1061,905,184,9,701,24,111
2019,호남지선,28,34.4,1970,4,32354,1226,4839,4170,3323,1104,943,190,9,720,24,116
2019,호남지선,34.4,42.8,1970,4,39412,774,3959,3048,1592,617,415,102,6,297,8,52
2019,호남지선,42.8,45.7,1970,4,50746,1001,5226,3825,2389,851,572,143,6,492,16,73
2019,호남지선,45.7,50.3,1970,4,46504,1144,4283,3826,2825,1028,1011,227,9,726,20,277
2019,호남지선,50.3,53.9,1970,4,48600,1877,7364,6365,4869,1670,1471,297,15,1121,38,183
2019,고창담양선,0,2.5,2007,4,10870,519,1855,1347,1064,517,407,81,2,177,12,56
2019,고창담양선,2.5,12.6,2007,4,13390,631,2304,1643,1302,629,495,95,2,208,12,62
2019,고창담양선,12.6,17.2,2007,4,10157,792,2146,1225,1049,488,397,111,0,183,12,51
2019,고창담양선,17.2,28.9,2006,4,7795,565,1612,856,731,311,257,76,0,118,9,37
2019,고창담양선,28.9,37.2,2006,4,12318,925,2532,1388,1175,523,424,114,0,202,12,57
2019,고창담양선,37.2,42.3,2006,4,7258,546,1484,814,685,307,253,66,0,122,7,34
2019,대전남부순환선,0,1.1,1999,4,31279,660,5036,2063,1101,470,457,3,2,323,10,92
2019,대전남부순환선,1.1,5.7,1999,4,28953,399,4410,2067,954,501,251,53,2,184,1,34
2019,대전남부순환선,5.7,13.3,1999,4,21848,487,3625,2089,1157,503,339,62,4,193,1,62
2019,중앙지선,0,9.2,2014,4,28336,715,3178,3711,1924,1331,673,503,19,1252,5,241
2019,중앙지선,9.2,13.4,1996,6,82333,2056,9147,10498,5481,3787,1922,1471,65,3551,28,687
2019,중앙지선,13.4,15.7,1996,6,55284,1614,9148,6522,3785,1728,1526,595,21,2424,13,552
2019,중앙지선,15.7,17.4,1996,4,60739,1987,13161,6163,4060,885,1846,183,0,2552,18,677
2019,부산외곽순환선,0,5.2,2018,4,17002,257,3550,2388,1532,1419,872,223,11,513,3,542
2019,부산외곽순환선,5.2,9,2018,4,21346,298,3208,1774,1142,1059,659,171,11,415,2,186
2019,부산외곽순환선,9,17.2,2018,4,19461,296,4040,2667,1670,1549,955,255,12,578,3,558
2019,부산외곽순환선,17.2,26.2,2018,4,27978,467,1903,2478,1822,1360,800,310,11,792,6,134
2019,부산외곽순환선,26.2,28,2018,4,15556,143,1317,868,584,573,344,108,5,276,1,59
2019,부산외곽순환선,28,37.9,2018,4,38021,518,4631,3193,2381,2016,1262,581,56,1229,8,326
2019,부산외곽순환선,37.9,39,2017,4,33010,182,4220,1876,1273,1388,804,442,26,886,3,288
2019,부산외곽순환선,39,43.2,2017,4,30839,329,5753,2622,1974,1885,1231,673,73,1261,6,377
2019,부산외곽순환선,43.2,48.8,2017,4,29386,309,5504,2566,1945,1843,1197,660,69,1252,6,357
2019,당직영덕선B,0,8.1,2007,4,20686,1269,7492,2520,5216,1547,2373,261,15,1008,27,528
2019,당직영덕선B,8.1,18.8,2007,4,25157,1405,6219,3575,5144,1515,2054,372,30,1368,55,508
2019,당직영덕선B,18.8,29.6,2007,4,24712,769,2484,2165,2456,629,663,249,14,737,24,264
2019,당직영덕선B,29.6,35.6,2007,4,24391,1124,3873,3804,4340,1163,1328,348,17,1453,43,424
2019,당직영덕선B,35.6,51.8,2007,4,23535,1107,3722,3648,4169,1125,1266,342,18,1388,43,411
2019,당직영덕선B,51.8,70.8,2007,4,23103,1093,3659,3602,4177,1100,1269,330,19,1383,40,396
2019,당직영덕선B,70.8,79.4,2007,4,24760,1065,4166,3653,4527,1173,1303,310,10,1489,25,455
2019,당직영덕선B,79.4,81.4,2016,4,3602,156,708,297,247,123,92,8,0,59,2,17
2019,당직영덕선B,81.4,92.3,2016,4,6608,143,741,289,209,139,73,8,0,41,1,10
2019,당직영덕선B,92.3,112.3,2016,4,5874,150,649,249,159,130,58,9,0,37,1,9
2019,당직영덕선B,112.3,118.4,2016,4,8340,188,780,242,150,152,45,12,0,34,0,13
2019,당직영덕선B,118.4,137.6,2016,4,4906,208,761,272,131,151,53,10,0,26,0,13
2019,당직영덕선B,137.6,150.8,2016,4,9604,379,1415,447,184,269,107,13,0,35,0,12
2019,당직영덕선B,150.8,160.5,2016,4,5233,238,837,263,123,170,89,12,0,50,0,12
2019,당직영덕선B,160.5,187.4,2016,4,6968,149,630,173,92,97,39,8,0,27,0,7
2019,남해선B,0,3.8,1973,4,16427,1675,2035,1099,1734,1635,1224,626,32,1617,11,457
2019,남해선B,3.8,6,1973,4,12339,1269,1560,846,1361,1225,922,506,26,1169,9,339
2019,남해선B,6,12.6,1973,4,14264,1448,1753,948,1516,1404,1071,522,28,1422,9,393
2019,남해선B,12.6,17.7,1973,4,19583,2021,2390,1332,2193,1955,1575,725,36,2076,12,579
2019,남해선B,17.7,24.2,1973,4,16672,1709,2068,1124,1815,1680,1285,633,33,1703,11,476
2019,남해선B,24.2,28.6,1973,4,17804,1839,2176,1207,1951,1785,1427,663,34,1869,12,523
2019,남해선B,28.6,35.6,1973,4,18662,1932,2328,1274,2062,1898,1478,740,38,1878,12,539
2019,남해선B,35.6,45.7,1973,4,24837,1580,2606,1146,1652,1522,1092,612,35,1383,6,348
2019,남해선B,45.7,52.1,1973,4,25458,2625,3193,1754,2803,2565,1960,1046,50,2481,12,716
2019,남해선B,52.1,60.1,1973,4,23350,2413,2957,1613,2588,2356,1774,994,45,2245,12,650
2019,남해선B,60.1,66,1973,4,27502,2844,3473,1902,3054,2772,2093,1179,55,2646,13,771
2019,남해선B,66,68.5,1973,6,35771,3727,4884,2517,4215,3813,2556,1779,84,3215,19,966
2019,남해선B,68.5,71.7,1973,8,39343,1117,10635,3011,3212,2257,2145,873,55,1213,11,764
2019,남해선B,71.7,75.7,1973,8,37745,1275,9259,2290,3117,2398,2472,546,38,1139,6,929
2019,남해선B,75.7,82.6,1973,8,44651,1325,10821,3225,3196,2232,2267,801,50,1442,10,836
2019,남해선B,82.6,88.6,1973,8,47792,1573,11585,2899,4166,3109,3151,759,48,1428,7,1262
2019,남해선B,88.6,97.8,1973,8,41526,1381,12785,3280,3869,2909,3408,809,50,1372,8,860
2019,남해선B,97.8,100.6,1973,8,46519,1382,11258,3299,3227,2268,2250,832,51,1456,10,831
2019,남해선B,100.6,104.2,1973,8,55568,1641,13575,3948,3870,2734,2674,998,61,1719,11,976
2019,남해선B,104.2,112.9,1973,8,45650,1349,10675,3102,3044,2098,2073,782,49,1391,10,784
2019,남해선B,112.9,116,2001,4,25073,939,6828,3112,4418,1853,2967,33,3,5264,50,2065
2019,남해선B,116,124.8,2001,4,35195,1328,9608,4477,6221,2687,4122,53,4,7252,68,2855
2019,남해선B,124.8,128.4,2001,4,32641,713,6209,6219,5866,3157,3172,1663,58,4610,27,1613
2019,남해선B,128.4,133.4,1973,8,75936,2132,10026,6418,4337,2532,2147,1330,52,3366,22,1228
2019,남해선B,133.4,135.7,1973,8,61089,2262,11346,6927,5108,2877,2623,1542,52,4091,21,1537
2019,남해선B,135.7,139.7,1973,8,64360,2433,10431,6667,4422,2143,1882,1463,44,3370,19,1085
2019,남해선B,139.7,144.2,1973,8,63266,2389,10225,6317,4218,2069,1772,1500,45,3282,19,1041
2019,남해선B,144.2,146.7,1973,8,60963,2077,11858,6538,3405,1748,1411,883,37,2115,10,651
2019,남해선B,146.7,151.5,1973,6,44065,1359,9786,4840,2011,1036,770,294,18,904,3,258
2019,남해선B,151.5,156,1973,6,54028,1315,10243,3690,1712,737,525,175,13,563,3,166
2019,남해선B,156,158.7,1973,8,69590,1703,13227,4748,2223,954,671,214,15,714,3,207
2019,남해선B,158.7,163.5,1973,6,52775,1300,9968,3541,1648,701,495,162,11,542,2,156
2019,남해선B,163.5,166.4,1973,4,63848,1098,9428,1596,909,259,111,2,1,68,0,19
2019,무안광주대구선B,0,4.7,2007,4,1398,35,83,31,11,13,3,2,0,1,0,0
2019,무안광주대구선B,4.7,8.1,1984,6,10282,363,1085,580,258,154,41,9,0,30,0,6
2019,무안광주대구선B,8.1,11.4,1984,4,13980,460,3206,2117,1125,811,268,50,0,145,7,47
2019,무안광주대구선B,11.4,29.6,1984,4,10931,367,2514,1679,898,653,211,39,0,117,5,40
2019,무안광주대구선B,29.6,47.2,1984,4,9699,326,2167,1511,796,572,188,36,0,108,5,38
2019,무안광주대구선B,47.2,56.2,1984,4,8226,249,982,702,462,314,113,29,0,74,1,19
2019,무안광주대구선B,56.2,65.7,1984,4,6824,373,1564,1160,641,366,100,31,0,53,3,24
2019,무안광주대구선B,65.7,77.2,1984,4,7982,444,1836,1354,747,438,117,35,0,61,3,27
2019,무안광주대구선B,77.2,95,1984,4,6115,336,1413,1060,574,332,90,31,0,50,2,25
